"player","playerShort","birthday","height","weight","position","club","leagueCountry","refNum","goals","victories","defeats","yellowCards","games","redCards","rater1","rater2"
"Brad Jones","brad-jones","19.03.1982",193,79,"Goalkeeper","Liverpool FC","England",1323,0,0,2,0,2,0,0,0
"Bueno","bueno","20.03.1988",178,64,"Center Forward","Real Valladolid","Spain",1323,0,1,1,0,2,0,0.25,0.25
"Carlton Cole","carlton-cole","12.11.1983",190,88,"Center Forward","West Ham United","England",1323,0,1,0,0,1,0,1,1
"Chris Gunter","chris-gunter","21.07.1989",180,71,"Right Fullback","Reading FC","England",1323,0,2,0,0,3,0,0.25,0
"David Hoilett","david-hoilett","05.06.1990",173,70,"Right Midfielder","Queens Park Rangers","England",1323,0,1,0,0,1,0,0.75,1
"Dean Whitehead","dean-whitehead","12.01.1982",183,80,"Attacking Midfielder","Stoke City","England",1323,0,1,1,1,3,0,0,0.25
"Emmerson Boyce","emmerson-boyce","24.09.1979",183,78,"Center Back","Wigan Athletic","England",1323,0,1,0,0,1,0,1,1
"Fabricio Coloccini","fabricio-coloccini","22.01.1982",183,76,"Center Back","Newcastle United","England",1323,0,0,1,0,1,0,0.25,0.25
"Frazier Campbell","frazier-campbell","13.09.1987",172,82,"Center Forward","Sunderland AFC","England",1323,0,1,0,0,1,0,0.75,0.75
"George McCartney","george-mccartney","29.04.1981",180,74,"Left Fullback","West Ham United","England",1323,0,2,0,0,2,0,0,0
"Gonzalo Jara","gonzalo-jara","29.08.1985",178,71,"Center Back","West Bromwich Albion","England",1323,0,2,0,1,3,0,0.25,0.25
"Gylfi Sigurdsson","gylfi-sigurdsson","08.09.1989",186,77,"Attacking Midfielder","Tottenham Hotspur","England",1323,2,2,0,1,2,0,0,0
"Joey O'Brien","joey-obrien","17.02.1986",180,69,"Defensive Midfielder","West Ham United","England",1323,0,1,0,1,1,0,0,0
"John Ruddy","john-ruddy","24.10.1986",193,97,"Goalkeeper","Norwich City","England",1323,0,1,0,0,1,0,0,0
"Jose Enrique","jose-enrique","23.01.1986",184,82,"Left Fullback","Liverpool FC","England",1323,0,0,1,1,1,0,0,0
"Kyle Naughton","kyle-naughton","11.11.1988",180,73,"Right Fullback","Tottenham Hotspur","England",1323,1,1,0,0,1,0,0.75,0.75
"Mark Noble","mark-noble","08.05.1987",180,70,"Defensive Midfielder","West Ham United","England",1323,0,2,0,0,2,0,0,0.25
"Matthew Briggs","matthew-briggs","09.03.1991",188,84,"Left Fullback","Fulham FC","England",1323,0,0,1,0,1,0,0.5,0.5
"Matthew Upson","matthew-upson","18.04.1979",185,72,"Center Back","Stoke City","England",1323,1,0,1,0,2,0,0,0.25
"Robert Green","robert-green","19.01.1980",188,77,"Goalkeeper","Queens Park Rangers","England",1323,0,2,0,0,2,0,0.25,0.25
"Ryan Bertrand","ryan-bertrand","05.08.1989",179,85,"Left Fullback","Chelsea FC","England",1323,0,2,0,0,2,0,0.5,0.75
"Ryan Mason","ryan-mason","13.06.1991",175,71,"Attacking Midfielder","Tottenham Hotspur (R)","England",1323,0,0,3,0,3,0,0,0.25
"Yannik Schulze","yannik-schulze","05.02.1995",186,77,"Center Back","Hannover 96","Germany",1328,0,1,0,1,1,0,0,0
"Ammar Jemal","ammar-jemal","20.04.1987",186,81,"Left Fullback","AC Ajaccio","France",1334,0,1,0,0,1,0,0.5,0.75
"Aristide Bance","aristide-bance","19.09.1984",190,96,"Center Forward","FC Augsburg","Germany",1334,1,1,0,0,1,0,0.75,1
"Arthur Boka","arthur-boka","02.04.1983",166,67,"Left Fullback","VfB Stuttgart","Germany",1334,0,1,0,1,1,0,1,1
"Brou Angoua","brou-angoua","28.11.1986",178,69,"Center Back","Valenciennes FC","France",1334,0,1,0,0,1,0,1,1
"Cedric Makiadi","cedric-makiadi","23.02.1984",177,77,"Attacking Midfielder","SC Freiburg","Germany",1334,0,1,0,0,1,0,0.75,0.75
"Giovanni Sio","giovanni-sio","31.03.1989",181,77,"Left Midfielder","FC Augsburg","Germany",1334,0,1,0,0,1,0,0.75,0.75
"Romaric","romaric","04.06.1983",187,88,"Defensive Midfielder","Real Zaragoza","Spain",1334,0,1,0,0,1,0,0.75,0.75
"Younes Belhanda","younes-belhanda","25.02.1990",174,75,"Attacking Midfielder","Montpellier HSC","France",1334,0,0,0,1,1,0,0.25,0.25
"Youssef El-Arabi","youssef-el-arabi","03.02.1987",180,75,"Center Forward","Granada CF","Spain",1334,1,0,0,1,1,0,0.5,0.75
"Adam Smith","adam-smith_3","29.04.1991",173,73,"Right Fullback","Millwall FC","England",1336,0,0,1,1,1,0,0,0
"Brad Jones","brad-jones","19.03.1982",193,79,"Goalkeeper","Liverpool FC","England",1336,0,1,0,0,1,0,0,0
"Chris Baird","chris-baird","25.02.1982",186,77,"Defensive Midfielder","Fulham FC","England",1336,0,1,0,0,1,0,0,0
"Danny Rose","danny-rose","02.07.1990",173,74,"Left Fullback","Sunderland AFC","England",1336,0,0,0,0,1,0,0.75,0.75
"Dean Whitehead","dean-whitehead","12.01.1982",183,80,"Attacking Midfielder","Stoke City","England",1336,0,0,1,1,1,0,0,0.25
"Gareth Bale","gareth-bale","16.07.1989",183,74,"Left Winger","Tottenham Hotspur","England",1336,0,1,0,0,1,0,0.25,0.25
"Heinz Muller","heinz-mueller","30.05.1978",196,94,"Goalkeeper","1. FSV Mainz 05","Germany",1336,0,0,1,0,1,0,0,0.25
"Kyle Naughton","kyle-naughton","11.11.1988",180,73,"Right Fullback","Tottenham Hotspur","England",1336,0,1,0,0,1,0,0.75,0.75
"Phil Bardsley","phil-bardsley","28.06.1985",180,73,"Right Fullback","Sunderland AFC","England",1336,0,0,0,1,1,0,0.5,0.25
"Ryan Bertrand","ryan-bertrand","05.08.1989",179,85,"Left Fullback","Chelsea FC","England",1336,0,1,0,0,1,0,0.5,0.75
"Ryan Mason","ryan-mason","13.06.1991",175,71,"Attacking Midfielder","Tottenham Hotspur (R)","England",1336,0,0,1,1,1,0,0,0.25
"Adrian Mutu","adrian-mutu","08.01.1979",180,74,"Left Winger","AC Ajaccio","France",1338,0,1,0,0,1,0,0.25,0.25
"Anatoliy Tymoshchuk","anatoliy-tymoshchuk","30.03.1979",181,75,"Defensive Midfielder","Bayern Munchen","Germany",1338,0,1,0,0,1,0,0.25,0.25
"Andreas Ottl","andreas-ottl","01.03.1985",185,77,"Defensive Midfielder","FC Augsburg","Germany",1338,0,0,0,0,1,0,0,0
"Andriy Voronin","andriy-voronin","21.07.1979",174,81,"Center Forward","Fortuna Dusseldorf","Germany",1338,0,1,0,0,1,0,0,0
"Arthur Boka","arthur-boka","02.04.1983",166,67,"Left Fullback","VfB Stuttgart","Germany",1338,0,1,0,0,1,0,1,1
"Ashley Young","ashley-young","09.07.1985",180,65,"Left Midfielder","Manchester United","England",1338,0,1,0,0,1,0,0.75,0.75
"Bacary Sagna","bacary-sagna","14.02.1983",176,72,"Right Fullback","Arsenal FC","England",1338,0,0,1,0,1,0,1,1
"Cedric Carrasso","cedric-carrasso","30.12.1981",192,87,"Goalkeeper","Girondins Bordeaux","France",1338,0,0,1,0,1,0,0.25,0.25
"Cedric Kante","cedric-kante","06.07.1979",181,77,"Center Back","FC Sochaux","France",1338,0,1,0,0,1,0,0.5,0.5
"Daniel Van Buyten","daniel-van-buyten","07.02.1978",197,95,"Center Back","Bayern Munchen","Germany",1338,0,0,0,0,1,0,0.25,0.25
"Dimitar Berbatov","dimitar-berbatov","30.01.1981",188,79,"Center Forward","Fulham FC","England",1338,2,1,0,0,1,0,0.25,0.25
"Dominik Reinhardt","dominik-reinhardt","19.12.1984",188,78,"Right Fullback","FC Augsburg","Germany",1338,0,0,1,0,1,0,0,0
"Emre Belozoglu","emre-beloezoglu","07.09.1980",170,68,"Center Midfielder","Atletico Madrid","Spain",1338,0,1,0,1,1,0,0.25,0.25
"Franck Ribery","franck-ribery","07.04.1983",170,72,"Left Midfielder","Bayern Munchen","Germany",1338,0,0,1,1,2,0,0.25,0.25
"Gabriel Agbonlahor","gabriel-agbonlahor","13.10.1986",178,76,"Right Winger","Aston Villa","England",1338,0,1,0,0,1,0,0.5,0.5
"Hilton","hilton","13.09.1977",182,73,"Center Back","Montpellier HSC","France",1338,0,0,0,1,1,0,0.25,0.25
"Leighton Baines","leighton-baines","11.12.1984",170,74,"Left Fullback","Everton FC","England",1338,0,1,0,1,1,0,0.25,0.25
"Lukas Podolski","lukas-podolski","04.06.1985",180,80,"Center Forward","Arsenal FC","England",1338,2,0,0,0,1,0,0,0
"Manuel Pablo","manuel-pablo","25.01.1976",176,80,"Right Fullback","Deportivo La Coruna","Spain",1338,0,1,0,0,1,0,0.5,0.25
"Martin Stranzl","martin-stranzl","16.06.1980",190,83,"Center Back","Bor. Monchengladbach","Germany",1338,0,0,0,0,1,0,0.25,0.25
"Micah Richards","micah-richards","24.06.1988",180,83,"Right Fullback","Manchester City","England",1338,0,1,0,1,1,0,1,1
"Michael Rensing","michael-rensing","14.05.1984",190,92,"Goalkeeper","Bayer Leverkusen","Germany",1338,0,0,1,0,1,0,0.25,0.25
"Patrick Ochs","patrick-ochs","14.05.1984",179,71,"Right Fullback","1899 Hoffenheim","Germany",1338,0,0,1,0,1,0,0.25,0.25
"Rafael van der Vaart","rafael-van-der-vaart","11.02.1983",176,74,"Attacking Midfielder","Hamburger SV","Germany",1338,0,1,0,0,1,0,0,0.25
"Ruben Castro","ruben-castro","27.06.1981",172,69,"Right Winger","Real Betis","Spain",1338,1,1,0,0,1,0,0.25,0.25
"Stefan Kiessling","stefan-kiessling","25.01.1984",191,80,"Center Forward","Bayer Leverkusen","Germany",1338,0,0,1,0,1,0,0,0
"Stilian Petrov","stilian-petrov","05.07.1979",180,77,"Center Midfielder","Aston Villa","England",1338,0,1,0,0,1,0,0.25,0.25
"Theo Walcott","theo-walcott","16.03.1989",170,68,"Center Forward","Arsenal FC","England",1338,2,1,0,0,1,0,0.5,0.5
"Timmy Simons","timmy-simons","11.12.1976",186,79,"Defensive Midfielder","1. FC Nurnberg","Germany",1338,0,0,1,0,1,0,0,0
"Titus Bramble","titus-bramble","21.07.1981",187,87,"Center Back","Sunderland AFC","England",1338,0,1,0,0,1,0,0.75,1
"Valeron","valeron","17.06.1975",180,72,"Attacking Midfielder","Deportivo La Coruna","Spain",1338,0,1,0,0,1,0,0,0.25
"Dariusz Dudka","dariusz-dudka","09.12.1983",183,80,"Defensive Midfielder","Levante UD","Spain",1339,0,0,1,0,1,0,0.25,0.25
"Dariusz Dudka","dariusz-dudka","09.12.1983",183,80,"Defensive Midfielder","Levante UD","Spain",1340,0,1,0,1,1,0,0.25,0.25
"Gotoku Sakai","gotoku-sakai","14.03.1991",176,74,"Right Fullback","VfB Stuttgart","Germany",1341,0,1,0,0,1,0,0,0
"Mustafa Amini","mustafa-amini","20.04.1993",175,73,"Center Midfielder","Borussia Dortmund","Germany",1341,0,1,1,0,2,0,0.25,0.25
"Abel Aguilar","abel-aguilar","06.01.1985",185,78,"Defensive Midfielder","Deportivo La Coruna","Spain",1349,0,4,0,1,8,0,0.5,0.25
"Adam Pinter","adam-pinter","12.06.1988",190,76,"Center Back","Real Zaragoza","Spain",1349,0,3,1,0,5,0,0,0
"Adil Rami","adil-rami","27.12.1985",190,88,"Center Back","Valencia CF","Spain",1349,1,4,2,0,6,0,0,0.25
"Adrian Colunga","adrian-colunga","17.11.1984",171,69,"Center Forward","Getafe CF","Spain",1349,1,1,4,2,7,0,0.25,0.25
"Aduriz","aduriz","11.02.1981",182,78,"Center Forward","Athletic Bilbao","Spain",1349,4,6,3,3,12,0,0.25,0.25
"Albelda","albelda","01.09.1977",181,77,"Defensive Midfielder","Valencia CF","Spain",1349,0,4,0,3,4,0,0.25,0.25
"Alejandro Dominguez","alejandro-dominguez_2","10.06.1981",175,73,"Right Winger","Rayo Vallecano","Spain",1349,0,1,1,0,2,0,0.25,0.25
"Alex Lopez","alex-lopez","11.01.1988",174,66,"Center Midfielder","Celta Vigo","Spain",1349,2,2,1,0,5,0,0.25,0.25
"Alexis","alexis","04.08.1985",183,80,"Center Back","Getafe CF","Spain",1349,0,4,0,2,5,0,0,0
"Alvaro Vadillo","alvaro-vadillo","12.09.1994",180,69,"Left Winger","Real Betis","Spain",1349,0,1,1,1,2,0,0.25,0.5
"Alvaro","alvaro_10","27.04.1991",182,71,"Center Forward","Getafe CF","Spain",1349,0,0,0,0,1,0,0,0.25
"Ammar Jemal","ammar-jemal","20.04.1987",186,81,"Left Fullback","AC Ajaccio","France",1349,0,0,0,0,1,0,0.5,0.75
"Amorebieta","amorebieta","29.03.1985",192,85,"Center Back","Athletic Bilbao","Spain",1349,0,3,2,2,6,0,0,0
"Andres Tunez","andres-tunez","15.03.1987",187,83,"Center Back","Celta Vigo","Spain",1349,0,1,1,0,3,0,0.25,0.25
"Andrija Delibasic","andrija-delibasic","24.04.1981",188,84,"Center Forward","Rayo Vallecano","Spain",1349,2,2,2,1,6,0,0,0
"Ansotegi","ansotegi","13.07.1982",192,84,"Center Back","Real Sociedad","Spain",1349,0,1,4,0,5,0,0.25,0.25
"Aranda","aranda","27.07.1980",184,82,"Center Forward","Real Zaragoza","Spain",1349,1,2,3,2,6,0,0.25,0.25
"Aranzubia","aranzubia","18.09.1979",184,80,"Goalkeeper","Deportivo La Coruna","Spain",1349,0,2,2,1,5,0,0,0
"Asenjo","asenjo_2","28.06.1989",189,85,"Goalkeeper","Atletico Madrid","Spain",1349,0,1,1,0,3,0,0,0.25
"Baba Diawara","baba-diawara","05.01.1988",179,76,"Center Forward","Sevilla FC","Spain",1349,0,1,3,0,4,0,1,1
"Barragan","barragan_3","12.06.1987",187,83,"Right Fullback","Valencia CF","Spain",1349,0,2,2,2,6,0,0,0.25
"Bellvis","bellvis","24.04.1985",178,72,"Left Midfielder","Celta Vigo","Spain",1349,0,1,1,2,3,0,0.25,0.25
"Borja Oubina","borja-oubina","17.05.1982",180,75,"Defensive Midfielder","Celta Vigo","Spain",1349,0,2,1,1,5,0,0.25,0.25
"Bueno","bueno","20.03.1988",178,64,"Center Forward","Real Valladolid","Spain",1349,3,3,1,0,6,0,0.25,0.25
"Calatayud","calatayud","21.12.1979",191,88,"Goalkeeper","RCD Mallorca","Spain",1349,0,1,0,0,3,0,0,0
"Carlos Martinez","carlos-martinez_2","09.04.1986",189,79,"Right Fullback","Real Sociedad","Spain",1349,1,1,2,0,6,0,0,0.25
"Castillo","castillo_8","29.03.1986",182,71,"Left Fullback","Athletic Bilbao","Spain",1349,1,1,1,1,3,0,0,0
"Chu-Young Park","chu-young-park","10.07.1985",183,70,"Center Forward","Celta Vigo","Spain",1349,0,0,1,0,2,0,0.25,0.5
"Cicinho","cicinho_2","04.08.1986",173,63,"Right Fullback","Sevilla FC","Spain",1349,1,1,1,1,3,0,0,0
"Ciprian Marica","ciprian-marica","02.10.1985",185,80,"Right Winger","FC Schalke 04","Germany",1349,1,1,0,0,1,0,0,0.25
"Cisma","cisma","09.02.1982",184,76,"Left Fullback","Atletico Madrid","Spain",1349,0,3,4,0,8,0,0.25,0
"Cristian Bustos","cristian-bustos","29.05.1983",177,73,"Defensive Midfielder","Celta Vigo","Spain",1349,0,2,0,2,3,0,0.25,0.5
"Crusat","crusat","13.05.1982",165,65,"Left Midfielder","Wigan Athletic","England",1349,0,2,1,0,4,0,0,0
"Damien Perquis","damien-perquis","10.04.1984",184,78,"Center Back","Real Betis","Spain",1349,0,0,1,0,1,0,0,0
"Dariusz Dudka","dariusz-dudka","09.12.1983",183,80,"Defensive Midfielder","Levante UD","Spain",1349,0,0,1,0,1,0,0.25,0.25
"De la Bella","de-la-bella","02.12.1985",182,82,"Left Fullback","Real Sociedad","Spain",1349,0,1,2,0,6,0,0.25,0.25
"De Lucas","de-lucas","17.08.1978",175,68,"Attacking Midfielder","Celta Vigo","Spain",1349,1,0,2,1,4,0,0.5,0.25
"Diego Buonanotte","diego-buonanotte","19.04.1988",161,60,"Attacking Midfielder","Malaga CF","Spain",1349,0,0,2,2,4,0,0.25,0.25
"Diego Castro","diego-castro","02.07.1982",174,67,"Left Winger","Getafe CF","Spain",1349,1,4,1,0,9,0,0.25,0.25
"Diego Colotto","diego-colotto","10.03.1981",184,83,"Center Back","Espanyol Barcelona","Spain",1349,0,1,2,1,4,0,0.25,0.25
"Diego Ifran","diego-ifran","08.06.1987",174,76,"Center Forward","Real Sociedad","Spain",1349,0,1,0,2,4,0,0.25,0.5
"Duda","duda_2","27.06.1980",175,71,"Left Midfielder","Malaga CF","Spain",1349,1,0,4,1,9,0,0.25,0.25
"Ekiza","ekiza","06.03.1988",180,73,"Center Back","Athletic Bilbao","Spain",1349,0,3,2,0,5,0,0,0.25
"Eliseu","eliseu","01.10.1983",177,74,"Left Midfielder","Malaga CF","Spain",1349,1,2,1,0,7,0,0.75,0.75
"Emiliano Armenteros","emiliano-armenteros","18.01.1986",179,78,"Left Midfielder","CA Osasuna","Spain",1349,2,2,3,0,6,0,0.5,0.5
"Fabian Orellana","fabian-orellana","27.01.1986",169,70,"Right Winger","Granada CF","Spain",1349,0,3,1,0,6,0,0.5,0.5
"Federico Fazio","federico-fazio","17.03.1987",195,90,"Center Back","Sevilla FC","Spain",1349,0,3,2,1,6,0,0.25,0.5
"Fernando Gago","fernando-gago","10.04.1986",178,74,"Defensive Midfielder","Valencia CF","Spain",1349,0,0,1,1,1,0,0.25,0.25
"Fernando Navarro","fernando-navarro","25.06.1982",176,69,"Left Fullback","Sevilla FC","Spain",1349,0,5,2,4,8,0,0,0.25
"Geoffrey Kondogbia","geoffrey-kondogbia","15.02.1993",188,76,"Defensive Midfielder","Sevilla FC","Spain",1349,0,1,1,0,2,0,0.75,1
"Giovani Dos Santos","giovani-dos-santos","11.05.1989",175,74,"Right Winger","RCD Mallorca","Spain",1349,0,1,2,1,5,0,0.75,0.75
"Gonzalo Higuai-n","gonzalo-higuain","10.12.1987",184,82,"Center Forward","Real Madrid","Spain",1349,2,3,0,0,3,0,0,0.25
"Gustavo Munua","gustavo-munua","27.01.1978",188,87,"Goalkeeper","Levante UD","Spain",1349,0,2,5,0,10,0,0.5,0.5
"Iraola","iraola","22.06.1982",182,75,"Right Fullback","Athletic Bilbao","Spain",1349,1,6,3,4,11,0,0,0.25
"Ivan Obradovic","ivan-obradovic","25.07.1988",181,74,"Left Fullback","Real Zaragoza","Spain",1349,0,3,1,1,6,0,0,0.25
"Jaime","jaime_11","10.12.1980",188,80,"Goalkeeper","Real Valladolid","Spain",1349,0,1,2,1,3,0,0,0
"Javi Fuego","javi-fuego","04.01.1984",181,74,"Defensive Midfielder","Rayo Vallecano","Spain",1349,0,4,3,3,8,0,0,0.25
"Javi Guerra","javi-guerra","15.03.1983",179,77,"Center Forward","Real Valladolid","Spain",1349,4,2,3,1,7,1,0,0.25
"Jeremy Mathieu","jeremy-mathieu","29.10.1983",192,83,"Left Fullback","Valencia CF","Spain",1349,1,4,4,1,11,0,0,0
"Jermaine Pennant","jermaine-pennant","15.01.1983",173,64,"Right Midfielder","Wolverhampton Wanderers","England",1349,0,0,0,0,1,0,0.5,0.5
"Jose Callejon","jose-callejon","11.02.1987",179,73,"Center Forward","Real Madrid","Spain",1349,0,2,0,0,2,0,0,0
"Juan Bernat","juan-bernat","01.03.1993",172,67,"Left Fullback","Valencia CF","Spain",1349,0,2,3,1,6,0,0.25,0.25
"Juan Carlos","juan-carlos_11","30.03.1990",176,68,"Left Midfielder","Real Betis","Spain",1349,0,1,5,2,7,0,0.25,0.25
"Juanfran","juanfran_4","11.09.1988",179,72,"Right Winger","Real Madrid","Spain",1349,0,1,4,0,5,0,0.5,0.75
"Juanmi","juanmi_4","20.05.1993",170,63,"Center Forward","Malaga CF","Spain",1349,1,1,1,1,3,0,0.25,0.5
"Kaka","kaka","22.04.1982",186,78,"Attacking Midfielder","Real Madrid","Spain",1349,0,1,1,0,2,0,0,0
"Liassine Cadamuro","liassine-cadamuro","05.03.1988",188,81,"Center Back","Real Sociedad","Spain",1349,0,1,0,0,3,0,0.5,0.25
"Llorente","llorente","26.02.1985",195,94,"Center Forward","Athletic Bilbao","Spain",1349,3,5,3,0,9,0,0,0
"Luka Modric","luka-modric","09.09.1985",174,65,"Attacking Midfielder","Real Madrid","Spain",1349,1,3,0,1,3,0,0,0
"Mainz","mainz","29.12.1982",187,80,"Center Back","Granada CF","Spain",1349,1,2,4,4,7,0,0,0.25
"Manuel Iturra","manuel-iturra","23.06.1984",174,65,"Defensive Midfielder","Malaga CF","Spain",1349,0,1,3,2,5,0,0,0
"Manuel Pablo","manuel-pablo","25.01.1976",176,80,"Right Fullback","Deportivo La Coruna","Spain",1349,0,3,3,2,8,0,0.5,0.25
"Marchena","marchena","31.07.1979",183,78,"Center Back","Deportivo La Coruna","Spain",1349,0,3,2,1,7,0,0.25,0.5
"Mario Suarez","mario-suarez","24.02.1987",188,80,"Defensive Midfielder","Atletico Madrid","Spain",1349,2,11,3,4,16,0,0.25,0.5
"Markel Bergara","markel-bergara","05.05.1986",181,78,"Defensive Midfielder","Real Sociedad","Spain",1349,0,2,1,0,5,0,0,0
"Martin Demichelis","martin-demichelis","20.12.1980",184,80,"Center Back","Malaga CF","Spain",1349,1,1,1,1,6,0,0.25,0.25
"Medhi Lacen","medhi-lacen","15.03.1984",178,71,"Defensive Midfielder","Getafe CF","Spain",1349,0,2,0,0,5,0,0.25,0.25
"Michel","michel_10","08.11.1985",183,72,"Defensive Midfielder","Getafe CF","Spain",1349,0,2,1,3,5,0,0,0.25
"Michel","michel_15","29.07.1988",180,73,"Center Midfielder","Levante UD","Spain",1349,0,1,4,2,6,0,0.25,0.25
"Mikel Gonzalez","mikel-gonzalez","24.09.1985",190,79,"Center Back","Real Sociedad","Spain",1349,0,4,1,3,8,0,0,0.25
"Mikel Rico","mikel-rico","04.11.1984",178,75,"Defensive Midfielder","Granada CF","Spain",1349,2,2,1,1,5,0,0.5,0.25
"Nano","nano","20.04.1982",186,80,"Left Fullback","CA Osasuna","Spain",1349,0,0,0,0,1,0,0.25,0.5
"Nelson","nelson_4","10.06.1983",171,65,"Right Fullback","Real Betis","Spain",1349,0,0,2,0,2,0,0.5,0.5
"Obafemi Martins","obafemi-martins","28.10.1984",176,67,"Center Forward","Levante UD","Spain",1349,0,0,1,0,2,0,1,1
"Oier","oier_2","25.05.1986",178,66,"Right Fullback","CA Osasuna","Spain",1349,0,1,0,0,3,0,0.25,0.25
"Omar Ramos","omar-ramos","26.01.1988",175,65,"Left Midfielder","Real Valladolid","Spain",1349,0,0,2,1,4,0,0,0.25
"Oriol Romeu","oriol-romeu","24.09.1991",182,79,"Defensive Midfielder","Chelsea FC","England",1349,0,0,1,0,1,0,0.25,0.25
"Pablo Insua","pablo-insua","09.09.1993",186,76,"Center Back","Deportivo La Coruna","Spain",1349,0,0,0,0,1,0,0,0
"Palop","palop","22.10.1973",184,83,"Goalkeeper","Sevilla FC","Spain",1349,0,5,1,0,7,0,0.5,0.25
"Pape Diakhate","pape-diakhate","21.06.1984",181,75,"Center Back","Granada CF","Spain",1349,0,1,3,2,5,0,1,1
"Patrick Ebert","patrick-ebert","17.03.1987",172,68,"Left Midfielder","Real Valladolid","Spain",1349,0,0,3,2,3,0,0,0
"Pedro Lopez","pedro-lopez","01.11.1983",174,72,"Right Fullback","Levante UD","Spain",1349,0,2,5,1,9,0,0.25,0.25
"Pepe","pepe_2","26.02.1983",188,81,"Center Back","Real Madrid","Spain",1349,0,4,1,2,5,0,0.25,0.25
"Piotr Trochowski","piotr-trochowski","22.03.1984",168,73,"Attacking Midfielder","Sevilla FC","Spain",1349,0,0,1,0,2,0,0.25,0.25
"Punal","punal","06.09.1975",179,73,"Defensive Midfielder","CA Osasuna","Spain",1349,0,2,4,0,7,0,0.25,0.25
"Radamel Falcao","radamel-falcao","10.02.1986",177,72,"Center Forward","Atletico Madrid","Spain",1349,6,4,1,0,7,0,0.5,0.25
"Rafael van der Vaart","rafael-van-der-vaart","11.02.1983",176,74,"Attacking Midfielder","Hamburger SV","Germany",1349,0,1,0,0,1,0,0,0.25
"Raul Albiol","raul-albiol","04.09.1985",190,82,"Center Back","Real Madrid","Spain",1349,0,3,0,1,3,0,0,0
"Reyes","reyes","01.09.1983",176,73,"Left Midfielder","Sevilla FC","Spain",1349,0,3,2,1,6,0,0,0.25
"Ricardo Carvalho","ricardo-carvalho","18.05.1978",182,79,"Center Back","Real Madrid","Spain",1349,0,0,1,0,1,0,0.25,0.25
"Riki","riki","11.08.1980",187,84,"Center Forward","Deportivo La Coruna","Spain",1349,0,1,2,0,4,0,0,0
"Roberto","roberto_11","25.01.1979",181,78,"Goalkeeper","Granada CF","Spain",1349,0,1,2,1,4,0,0.25,0.5
"Romaric","romaric","04.06.1983",187,88,"Defensive Midfielder","Real Zaragoza","Spain",1349,0,5,1,1,6,0,0.75,0.75
"Ruben Castro","ruben-castro","27.06.1981",172,69,"Right Winger","Real Betis","Spain",1349,0,1,7,0,9,0,0.25,0.25
"Ruben Perez","ruben-perez_2","26.04.1989",178,72,"Defensive Midfielder","Real Betis","Spain",1349,0,1,3,0,6,0,0.25,0.25
"Salva Sevilla","salva-sevilla","18.03.1984",178,70,"Attacking Midfielder","Real Betis","Spain",1349,4,3,2,1,5,0,0.25,0.25
"Santi Cazorla","santi-cazorla","13.12.1984",168,66,"Right Midfielder","Arsenal FC","England",1349,2,2,0,2,7,0,0.25,0.25
"Sergio Escudero","sergio-escudero_3","02.09.1989",176,67,"Left Fullback","FC Schalke 04","Germany",1349,0,1,0,0,1,0,0,0.25
